key	locations	english	my	th	zh	km	lo	fr	de	es
UI_0861	components/games/LiarsDice.tsx:400	total								
UI_0862	components/games/LiarsDice.tsx:404	4. Raising the Stakes								
UI_0863	components/games/LiarsDice.tsx:405	Moving clockwise, the next player must either:								
UI_0864	components/games/LiarsDice.tsx:407	Raise the quantity (e.g., "Five 3s")								
UI_0865	components/games/LiarsDice.tsx:408	Raise the face value (e.g., "Four 4s")								
UI_0866	components/games/LiarsDice.tsx:409	"Liar!"								
UI_0867	components/games/LiarsDice.tsx:409	Call the previous player a								
UI_0868	components/games/LiarsDice.tsx:414	5. The Reveal								
UI_0869	components/games/LiarsDice.tsx:415	If "Liar!" is called, everyone opens their cups. Count the dice!								
UI_0870	components/games/LiarsDice.tsx:417	If the bid was true (there are enough dice), the challenger loses a die.								
UI_0871	components/games/LiarsDice.tsx:418	If the bid was a lie (not enough dice), the bidder loses a die.								
UI_0872	components/games/LiarsDice.tsx:423	Advanced Rule: Wildcards								
UI_0873	components/games/LiarsDice.tsx:424	1s (the big red dots) count as wildcards! They represent any number... unless a player specifically bids on 1s.								
UI_0874	components/games/LiarsDice.tsx:433	Close Rulebook								
UI_0875	components/games/LudoGame.tsx:228	${displayNames[displayCurrent]} wins.								
UI_0876	components/games/LudoGame.tsx:228	Match complete.								
UI_0877	components/games/LudoGame.tsx:229	${displayNames[displayCurrent]} is choosing a token.								
UI_0878	components/games/LudoGame.tsx:229	You rolled ${match.state.dice}. Choose a token.								
UI_0879	components/games/LudoGame.tsx:230	${displayNames[displayCurrent]}'s turn to roll.								
UI_0880	components/games/LudoGame.tsx:230 | components/games/LudoGame.tsx:246 | components/games/LudoGame.tsx:256	Your turn. Roll the dice!								
UI_0881	components/games/LudoGame.tsx:252	${PLAYERS[player].name} gets another roll!								
UI_0882	components/games/LudoGame.tsx:256	${PLAYERS[next].name} is thinking...								
UI_0883	components/games/LudoGame.tsx:285	${PLAYERS[player].name} wins!								
UI_0884	components/games/LudoGame.tsx:287	${PLAYERS[player].name} captured a piece!								
UI_0885	components/games/LudoGame.tsx:287	${PLAYERS[player].name} moved ${roll}.								
UI_0886	components/games/LudoGame.tsx:294	${PLAYERS[player].name} is rolling...								
UI_0887	components/games/LudoGame.tsx:300	${PLAYERS[player].name} rolled ${roll}. No valid move.								
UI_0888	components/games/LudoGame.tsx:304	${PLAYERS[player].name} rolled ${roll}.								
UI_0889	components/games/LudoGame.tsx:304	You rolled ${roll}. Choose a piece.								
UI_0890	components/games/LudoGame.tsx:359	Loading shared Ludo board…								
UI_0891	components/games/LudoGame.tsx:396	LUDO								
UI_0892	components/games/LudoGame.tsx:397	Classic Race								
UI_0893	components/games/LudoGame.tsx:405	How to play Ludo								
UI_0894	components/games/LudoGame.tsx:429	· ${playerNames[current] || "Opponent"}'s turn								
UI_0895	components/games/LudoGame.tsx:429	· Your turn								
UI_0896	components/games/LudoGame.tsx:533	${PLAYERS[player].name} pawn ${piece + 1}								
UI_0897	components/games/LudoGame.tsx:555 | components/games/Monopoly.tsx:1656	Roll dice								
UI_0898	components/games/LudoGame.tsx:562	Roll 6 to leave home · Exact roll to finish								
UI_0899	components/games/LudoGame.tsx:582	1. Roll to begin								
UI_0900	components/games/LudoGame.tsx:582	Roll a 6 to move one of your red tokens out of home and onto the track.								
UI_0901	components/games/LudoGame.tsx:583	2. Move your token								
UI_0902	components/games/LudoGame.tsx:583	After rolling, tap a glowing red token. It moves forward by the exact dice value.								
UI_0903	components/games/LudoGame.tsx:584	3. Use safe squares								
UI_0904	components/games/LudoGame.tsx:584	Tokens standing on a star-marked safe square cannot be captured.								
UI_0905	components/games/LudoGame.tsx:585	4. Capture opponents								
UI_0906	components/games/LudoGame.tsx:585	Land on an opponent outside a safe square to send that token back home.								
UI_0907	components/games/LudoGame.tsx:586	5. Earn another roll								
UI_0908	components/games/LudoGame.tsx:586	Rolling a 6 or capturing an opponent gives you another turn.								
UI_0909	components/games/LudoGame.tsx:587	6. Bring all four home								
UI_0910	components/games/LudoGame.tsx:587	Move around the board and use an exact roll to finish. The first player to finish all four tokens wins.								
UI_0911	components/games/LudoGame.tsx:608	${playerNames[winner]} Wins!								
UI_0912	components/games/LudoGame.tsx:608	The shared Ludo match is complete.								
UI_0913	components/games/MiniFighter.tsx:65	1V1 Arena								
UI_0914	components/games/MiniFighter.tsx:65	Choose your fighter								
UI_0915	components/games/MiniFighter.tsx:65	FIND A FIGHT								
UI_0916	components/games/MiniFighter.tsx:65	Special move								
UI_0917	components/games/MiniFighter.tsx:67	FIGHT								
UI_0918	components/games/MiniFighter.tsx:67	Head to head · 7 — 5								
UI_0919	components/games/MiniFighter.tsx:67 | components/games/MiniFighterChallengeCard.tsx:27	VS								
UI_0920	components/games/MiniFighter.tsx:69	+32 XP · 3 WIN STREAK								
UI_0921	components/games/MiniFighter.tsx:69	${enemyName} takes this round								
UI_0922	components/games/MiniFighter.tsx:69	CHANGE FIGHTER								
UI_0923	components/games/MiniFighter.tsx:69	Defeat								
UI_0924	components/games/MiniFighter.tsx:69	Head to Head								
UI_0925	components/games/MiniFighter.tsx:69	MESSAGE								
UI_0926	components/games/MiniFighter.tsx:69	REMATCH								
UI_0927	components/games/MiniFighter.tsx:69	SO CLOSE								
UI_0928	components/games/MiniFighter.tsx:69	Victory								
UI_0929	components/games/MiniFighter.tsx:69	YOU 8 —								
UI_0930	components/games/MiniFighter.tsx:69	YOU WIN								
UI_0931	components/games/MiniFighter.tsx:72	ATTACK								
UI_0932	components/games/MiniFighter.tsx:72	BLOCK								
UI_0933	components/games/MiniFighter.tsx:72	ROUND 1								
UI_0934	components/games/MiniFighter.tsx:72	SPECIAL								
UI_0935	components/games/MiniFighter.tsx:72	SPECIAL!								
UI_0936	components/games/MiniFighter.tsx:72	SUDDEN DEATH								
UI_0937	components/games/MiniFighterChallengeCard.tsx:23	Fight challenge								
UI_0938	components/games/MiniFighterChallengeCard.tsx:24	challenged you								
UI_0939	components/games/MiniFighterChallengeCard.tsx:30	Head to head								
UI_0940	components/games/MiniFighterChallengeCard.tsx:31	ACCEPT FIGHT								
UI_0941	components/games/MiniFighterChallengeCard.tsx:31 | components/games/Monopoly.tsx:752	DECLINE								
UI_0942	components/games/Monopoly.tsx:1055	${mover.username} arrived								
UI_0943	components/games/Monopoly.tsx:1063	${mover.username} was sent to Jail								
UI_0944	components/games/Monopoly.tsx:1064	${mover.username} landed on GO TO JAIL. Press CONTINUE to pass the turn.								
UI_0945	components/games/Monopoly.tsx:1064 | components/games/Monopoly.tsx:1117	IN JAIL								
UI_0946	components/games/Monopoly.tsx:1066	${mover.username} reached GO								
UI_0947	components/games/Monopoly.tsx:1069	+$200 GO BONUS READY								
UI_0948	components/games/Monopoly.tsx:1069	${mover.username} will collect the GO bonus after CONTINUE.								
UI_0949	components/games/Monopoly.tsx:1075	CHANCE DRAWN								
UI_0950	components/games/Monopoly.tsx:1075	CHEST DRAWN								
UI_0951	components/games/Monopoly.tsx:1076	· JAIL-FREE CARD								
UI_0952	components/games/Monopoly.tsx:1076	${card.description} ${cashDelta >= 0 ? "+" : ""}${currency.format(cashDelta)}${card.jailFreeCards ? " · JAIL-FREE CARD" : ""}								
UI_0953	components/games/Monopoly.tsx:1080	INCOME TAX DUE								
UI_0954	components/games/Monopoly.tsx:1081	${mover.username} owes the bank ${currency.format(amount)} in income tax.								
UI_0955	components/games/Monopoly.tsx:1081	Pay Income Tax								
UI_0956	components/games/Monopoly.tsx:1088 | components/games/Monopoly.tsx:1089	${landedSpace.label} is available								
UI_0957	components/games/Monopoly.tsx:1089	Buy this ${landedSpace.kind === "station" ? "station" : "city"} for ${currency.format(purchasePrice)} or skip it for now.								
UI_0958	components/games/Monopoly.tsx:1089	city								
UI_0959	components/games/Monopoly.tsx:1091	${mover.username} cannot afford								
UI_0960	components/games/Monopoly.tsx:1092	${mover.username} needs ${currency.format(purchasePrice)} to buy ${landedSpace.label}.								
UI_0961	components/games/Monopoly.tsx:1092 | components/games/Monopoly.tsx:1182	Purchase unavailable								
UI_0962	components/games/Monopoly.tsx:1095	${landedSpace.label} is mortgaged								
UI_0963	components/games/Monopoly.tsx:1097	${owner.username} cannot collect rent from ${landedSpace.label}. Press CONTINUE to pass the turn.								
UI_0964	components/games/Monopoly.tsx:1097	Mortgaged property								
UI_0965	components/games/Monopoly.tsx:1102	${mover.username} owes ${owner.username}								
UI_0966	components/games/Monopoly.tsx:1103	${mover.username} owes ${owner.username} ${currency.format(rent)} for landing on ${landedSpace.label}.								
UI_0967	components/games/Monopoly.tsx:1106	${mover.username} owns this city								
UI_0968	components/games/Monopoly.tsx:1107 | components/games/Monopoly.tsx:1110	${landedSpace.label} is yours								
UI_0969	components/games/Monopoly.tsx:1107	This city is at hotel level. Use SELL to manage its buildings.								
UI_0970	components/games/Monopoly.tsx:1107	Use BUILD, SELL, MORTGAGE, REDEEM, or TRADE from the action bar to manage this city.								
UI_0971	components/games/Monopoly.tsx:1109	${mover.username} owns this transport hub								
UI_0972	components/games/Monopoly.tsx:1110	No rent is due on your own ${landedSpace.label}. Press CONTINUE to pass the turn.								
UI_0973	components/games/Monopoly.tsx:1113	${mover.username} is taking a break								
UI_0974	components/games/Monopoly.tsx:1114	${mover.username} can rest here safely. Press CONTINUE to pass the turn.								
UI_0975	components/games/Monopoly.tsx:1116	${mover.username} reached Jail								
UI_0976	components/games/Monopoly.tsx:1117	${mover.username} is visiting Jail and remains free to move next turn. Press CONTINUE to pass the turn.								
UI_0977	components/games/Monopoly.tsx:1136	${mover.username} is moving								
UI_0978	components/games/Monopoly.tsx:1153	Board updated								
UI_0979	components/games/Monopoly.tsx:1162	${rollingPlayer.username} rolled the dice								
UI_0980	components/games/Monopoly.tsx:1182	This property is no longer available to buy.								
UI_0981	components/games/Monopoly.tsx:1185	${buyer.username} bought								
UI_0982	components/games/Monopoly.tsx:1197	${player?.username ?? "Player"} passed on								
UI_0983	components/games/Monopoly.tsx:1236	SALE CANCELLED								
UI_0984	components/games/Monopoly.tsx:1236	TRADE CANCELLED								
UI_0985	components/games/Monopoly.tsx:1247 | components/games/Monopoly.tsx:1250	BUILD BLOCKED								
UI_0986	components/games/Monopoly.tsx:1252	${owner.username} built on ${space.label}								
UI_0987	components/games/Monopoly.tsx:1263	SALE BLOCKED								
UI_0988	components/games/Monopoly.tsx:1272	clear								
UI_0989	components/games/Monopoly.tsx:1272	hotel								
UI_0990	components/games/Monopoly.tsx:1272	hotel and 4 houses sold								
UI_0991	components/games/Monopoly.tsx:1272	hotel downgraded to 4 houses								
UI_0992	components/games/Monopoly.tsx:1272	one house sold								
UI_0993	components/games/Monopoly.tsx:1273	${owner.username} ${soldLabel}								
UI_0994	components/games/Monopoly.tsx:1284	MORTGAGE BLOCKED								
UI_0995	components/games/Monopoly.tsx:1287	${space.label} mortgaged								
UI_0996	components/games/Monopoly.tsx:1299	REDEEM BLOCKED								
UI_0997	components/games/Monopoly.tsx:1301	${space.label} redeemed								
UI_0998	components/games/Monopoly.tsx:1326	TRADE BLOCKED								
UI_0999	components/games/Monopoly.tsx:1327	${proposer.username} proposed a trade								
UI_1000	components/games/Monopoly.tsx:1342 | components/games/Monopoly.tsx:1368	TRADE DECLINED								
UI_1001	components/games/Monopoly.tsx:1361	TRADE CONFIRMED								
UI_1002	components/games/Monopoly.tsx:1407	${space.label} is already at its maximum rent tier.								
UI_1003	components/games/Monopoly.tsx:1407	Hotel level reached								
UI_1004	components/games/Monopoly.tsx:1408	Full color set required								
UI_1005	components/games/Monopoly.tsx:1408	Own every ${space.color} property and redeem mortgages before building on ${space.label}.								
UI_1006	components/games/Monopoly.tsx:1409	Build evenly								
UI_1007	components/games/Monopoly.tsx:1409	Build the lowest-level property in the ${space.color} color set before adding another level to ${space.label}.								
UI_1008	components/games/Monopoly.tsx:1412	${owner.username} needs ${currency.format(upgradeCost)} to reach level ${nextLevel}.								
UI_1009	components/games/Monopoly.tsx:1412	Upgrade unavailable								
UI_1010	components/games/Monopoly.tsx:1414	${owner.username} upgraded ${space.label}								
UI_1011	components/games/Monopoly.tsx:1414	${space.label} is now level ${nextLevel}. Rent is ${currency.format(getPropertyRent(space, nextLevel))}.								
UI_1012	components/games/Monopoly.tsx:1414	City upgraded								
UI_1013	components/games/Monopoly.tsx:1432	No auction bidders								
UI_1014	components/games/Monopoly.tsx:1432	No remaining player has enough cash to make an offer.								
UI_1015	components/games/Monopoly.tsx:1433	${seller.username} opened an auction								
UI_1016	components/games/Monopoly.tsx:1433	${space.label} is for sale								
UI_1017	components/games/Monopoly.tsx:1433	The remaining players have submitted their competitive bids.								
UI_1018	components/games/Monopoly.tsx:1447	Auction cancelled								
UI_1019	components/games/Monopoly.tsx:1447	No valid bidder was available for this property.								
UI_1020	components/games/Monopoly.tsx:1458	${buyer.username} won ${space.label} with a ${currency.format(bid)} bid.								
UI_1021	components/games/Monopoly.tsx:1458	${buyer.username} won the auction								
UI_1022	components/games/Monopoly.tsx:1458	Auction complete								
UI_1023	components/games/Monopoly.tsx:1469	${space.label} · LEVEL ${level}								
UI_1024	components/games/Monopoly.tsx:1469	Owned by ${owner.username}. Current rent is ${currency.format(getPropertyRent(space, level, hasCompleteColorSet(owner, space)))}.								
UI_1025	components/games/Monopoly.tsx:1564	${activePlayer.username} used a Jail-Free card								
UI_1026	components/games/Monopoly.tsx:1574	${activePlayer.username} serves a Jail turn								
UI_1027	components/games/Monopoly.tsx:1602	Loading shared Monopoly board…								
UI_1028	components/games/Monopoly.tsx:1633	Exit Monopoly								
UI_1029	components/games/Monopoly.tsx:1634	ROUNDS · LAST PLAYER TAKES THE POT								
UI_1030	components/games/Monopoly.tsx:1634	SOUTHEAST ASIA EDITION								
UI_1031	components/games/Monopoly.tsx:1635	Open rules								
UI_1032	components/games/Monopoly.tsx:1641	Southeast Asia Monopoly board								
UI_1033	components/games/Monopoly.tsx:1650	Player dashboard								
UI_1034	components/games/Monopoly.tsx:1656	${activePlayer.username}'s turn								
UI_1035	components/games/Monopoly.tsx:1656	Crystal action								
UI_1036	components/games/Monopoly.tsx:1656	End turn								
UI_1037	components/games/Monopoly.tsx:1656	Moving								
UI_1038	components/games/Monopoly.tsx:1656	Rolling								
UI_1039	components/games/Monopoly.tsx:1661	+$200 GO BONUS · CONFIRM TO COLLECT								
UI_1040	components/games/Monopoly.tsx:1663	Crystal table rules								
UI_1041	components/games/Monopoly.tsx:1663	Every player starts with their paid entry × 10 as in-game cash.								
UI_1042	components/games/Monopoly.tsx:1663	Got it								
UI_1043	components/games/Monopoly.tsx:1663	Neon Monopoly								
UI_1044	components/games/Monopoly.tsx:1663	Passing GO adds								
UI_1045	components/games/Monopoly.tsx:1663	Roll, build, trade, mortgage, and collect rent. A player who cannot pay is bankrupt and transfers their holdings.								
UI_1046	components/games/Monopoly.tsx:1663	The last survivor takes the full circulation balance. At the selected checkpoint, highest net worth wins if multiple players remain. The winner receives 10% as points.								
UI_1047	components/games/Monopoly.tsx:1663	to the circulation balance.								
UI_1048	components/games/Monopoly.tsx:1665	cash × 10%								
UI_1049	components/games/Monopoly.tsx:1665	Change players								
UI_1050	components/games/Monopoly.tsx:1665	Final points:								
UI_1051	components/games/Monopoly.tsx:1665	Play again								
UI_1052	components/games/Monopoly.tsx:1665	PTS ·								
UI_1053	components/games/Monopoly.tsx:1665	Southeast Asia champion								
UI_1054	components/games/Monopoly.tsx:186	ASEAN visitors boost your city campaign.								
UI_1055	components/games/Monopoly.tsx:186	Tourism grant								
UI_1056	components/games/Monopoly.tsx:187	Platform repair								
UI_1057	components/games/Monopoly.tsx:187	Your crystal table needs a quick repair.								
UI_1058	components/games/Monopoly.tsx:188	Festival dividend								
UI_1059	components/games/Monopoly.tsx:188	Your local festival sold out.								
UI_1060	components/games/Monopoly.tsx:192	A regional investor backs your next move.								
UI_1061	components/games/Monopoly.tsx:192	Investor spotlight								
UI_1062	components/games/Monopoly.tsx:193	Last-minute flight								
UI_1063	components/games/Monopoly.tsx:193	Pay for a surprise travel detour.								
UI_1064	components/games/Monopoly.tsx:194	Neon landmark award								
UI_1065	components/games/Monopoly.tsx:194	Your skyline earns a design award.								
UI_1066	components/games/Monopoly.tsx:195	Keep this card for a future Jail escape or trade it with another player.								
UI_1067	components/games/Monopoly.tsx:195	Travel clearance								
UI_1068	components/games/Monopoly.tsx:201	${card.title} ${card.description}								
UI_1069	components/games/Monopoly.tsx:210 | components/games/Monopoly.tsx:794	GO								
UI_1070	components/games/Monopoly.tsx:211	MANILA								
UI_1071	components/games/Monopoly.tsx:212	CEBU								
UI_1072	components/games/Monopoly.tsx:213	INCOME TAX								
UI_1073	components/games/Monopoly.tsx:214	BUS TERMINAL								
UI_1074	components/games/Monopoly.tsx:215	PHNOM PENH								
UI_1075	components/games/Monopoly.tsx:216	SIEM REAP								
UI_1076	components/games/Monopoly.tsx:217	SIHANOUKVILLE								
UI_1077	components/games/Monopoly.tsx:218	JAIL								
UI_1078	components/games/Monopoly.tsx:219	PHUKET								
UI_1079	components/games/Monopoly.tsx:220	BANGKOK								
UI_1080	components/games/Monopoly.tsx:221 | components/games/Monopoly.tsx:588 | components/games/Monopoly.tsx:681	CHANCE								
UI_1081	components/games/Monopoly.tsx:222	MANDALAY								
UI_1082	components/games/Monopoly.tsx:223	YANGON								
UI_1083	components/games/Monopoly.tsx:224	BAGAN								
UI_1084	components/games/Monopoly.tsx:225	RAILWAY STATION								
UI_1085	components/games/Monopoly.tsx:226 | components/games/Monopoly.tsx:1114	FREE PARKING								
UI_1086	components/games/Monopoly.tsx:227	HANOI								
UI_1087	components/games/Monopoly.tsx:228	HO CHI MINH								
UI_1088	components/games/Monopoly.tsx:229	AIRPORT								
UI_1089	components/games/Monopoly.tsx:230	KUALA LUMPUR								
UI_1090	components/games/Monopoly.tsx:231	PENANG								
UI_1091	components/games/Monopoly.tsx:232	MALACCA								
UI_1092	components/games/Monopoly.tsx:233	JOHOR BAHRU								
UI_1093	components/games/Monopoly.tsx:234	GO TO JAIL								
UI_1094	components/games/Monopoly.tsx:235	JAKARTA								
UI_1095	components/games/Monopoly.tsx:236	SURABAYA								
UI_1096	components/games/Monopoly.tsx:237	BALI								
UI_1097	components/games/Monopoly.tsx:238 | components/games/Monopoly.tsx:588	CHEST								
UI_1098	components/games/Monopoly.tsx:239	VIENTIANE								
UI_1099	components/games/Monopoly.tsx:240	LUANG PRABANG								
UI_1100	components/games/Monopoly.tsx:241	PORT								
UI_1101	components/games/Monopoly.tsx:412	TURN AUTO-PASSED								
UI_1102	components/games/Monopoly.tsx:413	NEXT PLAYER READY								
UI_1103	components/games/Monopoly.tsx:450	Crystal table ready								
UI_1104	components/games/Monopoly.tsx:466	${player.username} pawn								
UI_1105	components/games/Monopoly.tsx:544	${level} house${level === 1 ? "" : "s"}								
UI_1106	components/games/Monopoly.tsx:544 | components/games/Monopoly.tsx:658	Hotel								
UI_1107	components/games/Monopoly.tsx:544	Owned property								
UI_1108	components/games/Monopoly.tsx:557	chance								
UI_1109	components/games/Monopoly.tsx:557 | components/games/Monopoly.tsx:681 | components/games/Monopoly.tsx:1075	chest								
UI_1110	components/games/Monopoly.tsx:557 | components/games/Monopoly.tsx:576	tax								
UI_1111	components/games/Monopoly.tsx:564	MORTGAGED								
UI_1112	components/games/Monopoly.tsx:568 | components/games/Monopoly.tsx:1089	station								
UI_1113	components/games/Monopoly.tsx:576	PAY $								
UI_1114	components/games/Monopoly.tsx:591	${label} card deck								
UI_1115	components/games/Monopoly.tsx:602	WARNING: 40s reached. Turn auto-passes at 1 min.								
UI_1116	components/games/Monopoly.tsx:606	00:${String(secondsLeft).padStart(2, "0")}								
UI_1117	components/games/Monopoly.tsx:617	CRYSTAL TABLE - ACTIVE TURN								
UI_1118	components/games/Monopoly.tsx:619	TURN TIMER ·								
UI_1119	components/games/Monopoly.tsx:626	ALL PLAYERS ARE ON GO.								
UI_1120	components/games/Monopoly.tsx:626	ROLL TO START THE JOURNEY								
UI_1121	components/games/Monopoly.tsx:628	Roll two dice on the white stage								
UI_1122	components/games/Monopoly.tsx:633	Rolling two dice…								
UI_1123	components/games/Monopoly.tsx:633	Tap stage to end turn								
UI_1124	components/games/Monopoly.tsx:633	Tap white stage to roll								
UI_1125	components/games/Monopoly.tsx:648	1x HOUSE								
UI_1126	components/games/Monopoly.tsx:648	2x HOUSE								
UI_1127	components/games/Monopoly.tsx:648	3x HOUSE								
UI_1128	components/games/Monopoly.tsx:648	4x HOUSE								
UI_1129	components/games/Monopoly.tsx:648 | components/games/Monopoly.tsx:649 | components/games/Monopoly.tsx:748 | components/games/Monopoly.tsx:749	HOTEL								
UI_1130	components/games/Monopoly.tsx:649	1H								
UI_1131	components/games/Monopoly.tsx:649	2H								
UI_1132	components/games/Monopoly.tsx:649	3H								
UI_1133	components/games/Monopoly.tsx:649	4H								
UI_1134	components/games/Monopoly.tsx:655	BASE PRICE								
UI_1135	components/games/Monopoly.tsx:658	${level} houses								
UI_1136	components/games/Monopoly.tsx:658	Construction ${currency.format(nextUpgradeCost)}								
UI_1137	components/games/Monopoly.tsx:658	Construction complete								
UI_1138	components/games/Monopoly.tsx:658 | components/games/Monopoly.tsx:748	Hotel complete								
UI_1139	components/games/Monopoly.tsx:658	Landing rent ${currency.format(currentRent)}								
UI_1140	components/games/Monopoly.tsx:658	Mort.								
UI_1141	components/games/Monopoly.tsx:658	Mortgage								
UI_1142	components/games/Monopoly.tsx:658	Next								
UI_1143	components/games/Monopoly.tsx:658	Next build ${currency.format(nextUpgradeCost)}								
UI_1144	components/games/Monopoly.tsx:658	Rent								
UI_1145	components/games/Monopoly.tsx:667	Landing on								
UI_1146	components/games/Monopoly.tsx:681	COMMUNITY CHEST								
UI_1147	components/games/Monopoly.tsx:690	City management								
UI_1148	components/games/Monopoly.tsx:690	Crystal table alert								
UI_1149	components/games/Monopoly.tsx:690	Decision required								
UI_1150	components/games/Monopoly.tsx:690	Live city auction								
UI_1151	components/games/Monopoly.tsx:690	Rent settlement								
UI_1152	components/games/Monopoly.tsx:691 | components/games/Monopoly.tsx:1103	Rent payment due								
UI_1153	components/games/Monopoly.tsx:697	Buy								
UI_1154	components/games/Monopoly.tsx:702	Upgrade next level								
UI_1155	components/games/Monopoly.tsx:703	Sell / Auction								
UI_1156	components/games/Monopoly.tsx:707	Award highest bid								
UI_1157	components/games/Monopoly.tsx:708	Cancel sale								
UI_1158	components/games/Monopoly.tsx:722 | components/games/Monopoly.tsx:748	BUILD								
UI_1159	components/games/Monopoly.tsx:723	SELL								
UI_1160	components/games/Monopoly.tsx:724 | components/games/Monopoly.tsx:750	MORTGAGE								
UI_1161	components/games/Monopoly.tsx:725 | components/games/Monopoly.tsx:751	REDEEM								
UI_1162	components/games/Monopoly.tsx:726	TRADE								
UI_1163	components/games/Monopoly.tsx:730	Property actions								
UI_1164	components/games/Monopoly.tsx:747	Property control								
UI_1165	components/games/Monopoly.tsx:748	${currency.format(upgradeCost)} for ${nextLevel === MAX_PROPERTY_LEVEL ? "HOTEL" : `HOUSE ${nextLevel}`}								
UI_1166	components/games/Monopoly.tsx:748	${level} HOUSES								
UI_1167	components/games/Monopoly.tsx:748	build								
UI_1168	components/games/Monopoly.tsx:748	Build lowest title first								
UI_1169	components/games/Monopoly.tsx:748	Full set required								
UI_1170	components/games/Monopoly.tsx:748	HOUSE ${nextLevel}								
UI_1171	components/games/Monopoly.tsx:748	No properties owned.								
UI_1172	components/games/Monopoly.tsx:749	50% REFUND								
UI_1173	components/games/Monopoly.tsx:749	CLEAR +								
UI_1174	components/games/Monopoly.tsx:749	H${level}								
UI_1175	components/games/Monopoly.tsx:749	HOTEL → 4H +								
UI_1176	components/games/Monopoly.tsx:749	No houses or hotels to sell.								
UI_1177	components/games/Monopoly.tsx:749	sell								
UI_1178	components/games/Monopoly.tsx:749	SELL 1 HOUSE +								
UI_1179	components/games/Monopoly.tsx:750	Already mortgaged								
UI_1180	components/games/Monopoly.tsx:750	mortgage								
UI_1181	components/games/Monopoly.tsx:750	Receive ${currency.format(getMortgageValue(space))}								
UI_1182	components/games/Monopoly.tsx:750	Sell all color-set buildings first								
UI_1183	components/games/Monopoly.tsx:751	No mortgaged properties.								
UI_1184	components/games/Monopoly.tsx:751	Principal + 10% =								
UI_1185	components/games/Monopoly.tsx:751	redeem								
UI_1186	components/games/Monopoly.tsx:752	AWAITING RECIPIENT								
UI_1187	components/games/Monopoly.tsx:752	CANCEL								
UI_1188	components/games/Monopoly.tsx:752	Cash:								
UI_1189	components/games/Monopoly.tsx:752	Choose opponent								
UI_1190	components/games/Monopoly.tsx:752	None								
UI_1191	components/games/Monopoly.tsx:752	OFFER JAIL-FREE								
UI_1192	components/games/Monopoly.tsx:752	OFFER TITLE								
UI_1193	components/games/Monopoly.tsx:752	offered /								
UI_1194	components/games/Monopoly.tsx:752	PROPOSE TRADE								
UI_1195	components/games/Monopoly.tsx:752	REQUEST JAIL-FREE								
UI_1196	components/games/Monopoly.tsx:752	REQUEST TITLE								
UI_1197	components/games/Monopoly.tsx:752	requested								
UI_1198	components/games/Monopoly.tsx:752	TO CONFIRM								
UI_1199	components/games/Monopoly.tsx:752	trade								
UI_1200	components/games/Monopoly.tsx:752	WAITING FOR								
UI_1201	components/games/Monopoly.tsx:752	YOU OFFER CASH								
UI_1202	components/games/Monopoly.tsx:752	YOU REQUEST CASH								
UI_1203	components/games/Monopoly.tsx:760	Open seat								
UI_1204	components/games/Monopoly.tsx:777	@keyframes monopoly-pawn { 0%,100% { transform: translateY(0) scale(1); } 50% { transform: translateY(-3px) scale(1.06); } } @keyframes monopoly-aura { 0%,100% { opacity: .45; transform: scale(.75); } 50% { opacity: 1; transform: scale(1.18); } } @keyframes monopoly-badge { 0%,100% { transform: translateX(-50%) translateY(0); } 50% { transform: translateX(-50%) translateY(-3px); } } @keyframes monopoly-go-bonus-toast { 0% { opacity: 0; transform: translate(-50%,-8px) scale(.9); } 12%,78% { opacity: 1; transform: translate(-50%,0) scale(1); } 100% { opacity: 0; transform: translate(-50%,-8px) scale(.96); } } @media (max-height: 720px) { .portrait-player-card { min-height: 48px !important; padding-top: 4px !important; padding-bottom: 4px !important; } .portrait-header { height: 40px !important; } .portrait-controls { padding-top: 7px !important; padding-bottom: 8px !important; } }								
UI_1205	components/games/Monopoly.tsx:789	NEON MONOPOLY								
UI_1206	components/games/Monopoly.tsx:791	Glowing diamond above a futuristic skyline								
UI_1207	components/games/Monopoly.tsx:794	Choose 2–4 players. Every toy pawn starts together on								
UI_1208	components/games/Monopoly.tsx:794	Choose your players								
UI_1209	components/games/Monopoly.tsx:794	Southeast Asia edition								
UI_1210	components/games/Monopoly.tsx:796	Final checkpoint								
UI_1211	components/games/Monopoly.tsx:796	Play until one player remains. If no one is bankrupt at this checkpoint, the highest net worth wins.								
UI_1212	components/games/Monopoly.tsx:796	ROUNDS								
UI_1213	components/games/Monopoly.tsx:798	START GAME								
UI_1214	components/games/NeuralDuel.tsx:119	Player 2 Zone								
UI_1215	components/games/NeuralDuel.tsx:123 | components/games/NeuralDuel.tsx:227	standby								
UI_1216	components/games/NeuralDuel.tsx:125 | components/games/NeuralDuel.tsx:229	Standby...								
UI_1217	components/games/NeuralDuel.tsx:128 | components/games/NeuralDuel.tsx:232	execute								
UI_1218	components/games/NeuralDuel.tsx:134 | components/games/NeuralDuel.tsx:238	EXECUTE!								
UI_1219	components/games/NeuralDuel.tsx:137 | components/games/NeuralDuel.tsx:142 | components/games/NeuralDuel.tsx:173 | components/games/NeuralDuel.tsx:181 | components/games/NeuralDuel.tsx:191 | components/games/NeuralDuel.tsx:241 | components/games/NeuralDuel.tsx:246 | components/games/NexusBreach.tsx:165 | components/games/NexusBreach.tsx:166	gameover								
